hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,has_agent,has_company,arrival_date,total_nights,total_guests,is_family,adr_per_person,lead_time_group,cancel_history_ratio,season,arrival_weekday,is_domestic
City Hotel,0,74,2016,4,14,1,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,11,0,Transient,59.37,0,0,1,0,2016-04-01,4,2,0,29.685,31-90,0.0,Spring,4,0
City Hotel,0,77,2016,3,14,30,2,4,2,2,0,HB,LUX,Direct,Direct,0,0,0,F,1,No Deposit,14,0,Transient,203.4,0,0,1,0,2016-03-30,6,4,1,50.85,31-90,0.0,Spring,2,0
City Hotel,0,49,2016,4,14,1,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,121.13,0,1,1,0,2016-04-01,4,3,0,40.3767,31-90,0.0,Spring,4,0
City Hotel,0,56,2016,3,14,30,2,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,101.72,0,1,1,0,2016-03-30,6,2,0,50.86,31-90,0.0,Spring,2,0
City Hotel,0,6,2016,4,14,1,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,85,0,Transient,95.0,0,0,1,0,2016-04-01,4,2,0,47.5,0-7,0.0,Spring,4,0
City Hotel,0,2,2016,4,14,1,2,2,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,F,0,No Deposit,7,0,Transient,143.22,0,2,1,0,2016-04-01,4,3,0,47.74,0-7,0.0,Spring,4,0
City Hotel,0,14,2016,3,14,31,2,3,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,161.0,0,0,1,0,2016-03-31,5,3,0,53.6667,8-30,0.0,Spring,3,0
City Hotel,0,14,2016,3,14,31,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,140.0,0,0,1,0,2016-03-31,5,2,0,70.0,8-30,0.0,Spring,3,0
City Hotel,0,1,2016,4,15,4,1,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,0,No Deposit,NoAgent,0,Transient,112.0,0,0,0,0,2016-04-04,1,2,0,56.0,0-7,0.0,Spring,0,0
City Hotel,0,4,2016,4,15,3,2,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,77.77,0,1,1,0,2016-04-03,2,2,0,38.885,0-7,0.0,Spring,6,0
City Hotel,0,80,2016,3,14,31,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,55.63,0,1,1,0,2016-03-31,5,2,0,27.815,31-90,0.0,Spring,3,0
City Hotel,0,55,2016,4,15,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,28,0,Transient-Party,75.0,0,1,1,0,2016-04-03,3,2,0,37.5,31-90,0.0,Spring,6,1
City Hotel,0,55,2016,4,15,3,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,0,Transient-Party,75.0,0,1,1,0,2016-04-03,3,2,0,37.5,31-90,0.0,Spring,6,0
City Hotel,0,6,2016,4,15,3,2,1,1,1,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,83,0,Transient,71.2,0,1,1,0,2016-04-03,3,2,1,35.6,0-7,0.0,Spring,6,0
City Hotel,0,6,2016,4,15,3,2,1,1,1,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,83,0,Transient,71.2,0,1,1,0,2016-04-03,3,2,1,35.6,0-7,0.0,Spring,6,0
City Hotel,0,20,2016,4,15,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,0,Transient,95.0,0,0,1,0,2016-04-03,3,2,0,47.5,8-30,0.0,Spring,6,1
City Hotel,0,58,2016,4,15,3,2,1,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,0,Transient,105.0,0,1,1,0,2016-04-03,3,3,0,35.0,31-90,0.0,Spring,6,0
City Hotel,0,0,2016,4,15,5,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,NoAgent,0,Transient,89.0,0,0,0,0,2016-04-05,1,2,0,44.5,0-7,0.0,Spring,1,0
City Hotel,0,38,2016,4,15,3,2,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,112.5,0,1,1,0,2016-04-03,3,1,0,112.5,31-90,0.0,Spring,6,0
City Hotel,0,83,2016,4,15,3,2,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,0,Transient,159.3,0,2,1,0,2016-04-03,3,4,1,39.825,31-90,0.0,Spring,6,0
City Hotel,0,13,2016,4,15,4,1,1,1,0,0,BB,DEU,Offline TA/TO,GDS,0,0,0,A,0,No Deposit,195,0,Transient,96.0,0,0,1,0,2016-04-04,2,1,0,96.0,8-30,0.0,Spring,0,0
City Hotel,0,0,2016,4,15,5,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,0,No Deposit,NoAgent,0,Transient,89.0,0,0,0,0,2016-04-05,1,2,0,44.5,0-7,0.0,Spring,1,1
City Hotel,0,5,2016,4,15,5,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.0,0,0,1,0,2016-04-05,1,1,0,89.0,0-7,0.0,Spring,1,1
City Hotel,0,66,2016,4,15,4,1,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient-Party,99.9,0,0,1,0,2016-04-04,2,1,0,99.9,31-90,0.0,Spring,0,0
City Hotel,0,66,2016,4,15,4,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient-Party,105.3,0,1,1,0,2016-04-04,2,2,0,52.65,31-90,0.0,Spring,0,0
City Hotel,0,1,2016,4,15,4,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.0,0,1,1,0,2016-04-04,2,2,0,44.5,0-7,0.0,Spring,0,1
City Hotel,0,8,2016,4,15,5,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,95.0,0,1,1,0,2016-04-05,1,1,0,95.0,8-30,0.0,Spring,1,1
City Hotel,0,5,2016,4,15,4,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,95.0,0,1,1,0,2016-04-04,2,1,0,95.0,0-7,0.0,Spring,0,0
City Hotel,0,8,2016,4,15,5,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,95.0,0,1,1,0,2016-04-05,1,1,0,95.0,8-30,0.0,Spring,1,0
City Hotel,0,8,2016,4,15,5,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,95.0,0,0,1,0,2016-04-05,1,1,0,95.0,8-30,0.0,Spring,1,0
City Hotel,0,50,2016,4,15,4,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,99.9,0,0,1,0,2016-04-04,2,1,0,99.9,31-90,0.0,Spring,0,0
City Hotel,0,6,2016,4,15,4,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,0,Transient,61.0,0,1,1,0,2016-04-04,2,2,0,30.5,0-7,0.0,Spring,0,1
City Hotel,0,75,2016,4,14,1,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,82.45,0,1,1,0,2016-04-01,5,2,0,41.225,31-90,0.0,Spring,4,0
City Hotel,0,77,2016,4,14,2,2,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,0,Transient,72.25,0,0,1,0,2016-04-02,4,1,0,72.25,31-90,0.0,Spring,5,0
City Hotel,0,0,2016,4,15,5,0,1,1,0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,0,No Deposit,195,0,Transient,84.0,0,0,1,0,2016-04-05,1,1,0,84.0,0-7,0.0,Spring,1,0
City Hotel,0,0,2016,4,15,5,0,1,1,0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,0,No Deposit,195,0,Transient,84.0,0,0,1,0,2016-04-05,1,1,0,84.0,0-7,0.0,Spring,1,0
City Hotel,0,49,2016,4,15,3,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,102.3,0,0,1,0,2016-04-03,3,2,0,51.15,31-90,0.0,Spring,6,0
City Hotel,0,67,2016,4,15,3,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,109.8,0,1,1,0,2016-04-03,3,2,0,54.9,31-90,0.0,Spring,6,0
City Hotel,0,6,2016,4,15,5,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,0,Transient,137.0,0,2,1,0,2016-04-05,1,3,0,45.6667,0-7,0.0,Spring,1,0
City Hotel,0,46,2016,4,15,3,2,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,107.1,0,0,1,0,2016-04-03,3,2,0,53.55,31-90,0.0,Spring,6,0
City Hotel,0,1,2016,4,15,4,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,137.0,0,1,1,0,2016-04-04,2,3,0,45.6667,0-7,0.0,Spring,0,0
City Hotel,0,67,2016,4,14,2,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,11,0,Transient,71.74,0,1,1,0,2016-04-02,4,2,0,35.87,31-90,0.0,Spring,5,0
City Hotel,0,64,2016,4,14,1,2,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,119.51,0,2,1,0,2016-04-01,5,3,0,39.8367,31-90,0.0,Spring,4,0
City Hotel,0,68,2016,4,14,1,2,3,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,1,No Deposit,9,0,Transient-Party,130.9,0,1,1,0,2016-04-01,5,2,0,65.45,31-90,0.0,Spring,4,0
City Hotel,0,68,2016,4,14,1,2,3,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,1,No Deposit,9,0,Transient-Party,130.9,0,1,1,0,2016-04-01,5,2,0,65.45,31-90,0.0,Spring,4,0
City Hotel,0,65,2016,4,14,1,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,88.91,0,1,1,0,2016-04-01,5,2,0,44.455,31-90,0.0,Spring,4,0
City Hotel,0,69,2016,3,14,31,2,4,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,8,0,Transient,95.2,0,1,1,0,2016-03-31,6,2,1,47.6,31-90,0.0,Spring,3,0
City Hotel,0,73,2016,4,15,3,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,0,Transient,76.5,0,1,1,0,2016-04-03,3,2,0,38.25,31-90,0.0,Spring,6,0
City Hotel,0,73,2016,4,15,3,2,1,2,1,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,0,Transient,94.0,0,0,1,0,2016-04-03,3,3,1,31.3333,31-90,0.0,Spring,6,0
City Hotel,0,47,2016,3,14,31,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,106.53,0,2,1,0,2016-03-31,6,3,1,35.51,31-90,0.0,Spring,3,1
City Hotel,0,73,2016,4,15,3,2,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,0,Transient-Party,76.5,0,1,1,0,2016-04-03,3,1,0,76.5,31-90,0.0,Spring,6,0
City Hotel,0,81,2016,4,15,3,2,1,1,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,76.5,0,1,1,0,2016-04-03,3,1,0,76.5,31-90,0.0,Spring,6,0
City Hotel,0,8,2016,4,15,5,0,1,1,0,0,SC,JOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.0,0,1,1,0,2016-04-05,1,1,0,89.0,8-30,0.0,Spring,1,0
City Hotel,0,73,2016,4,15,3,2,1,2,1,0,SC,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,0,Transient-Party,94.0,0,1,1,0,2016-04-03,3,3,1,31.3333,31-90,0.0,Spring,6,0
City Hotel,0,73,2016,4,15,3,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,87.3,0,1,1,0,2016-04-03,3,2,0,43.65,31-90,0.0,Spring,6,0
City Hotel,0,72,2016,4,15,3,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,0,Transient,87.3,0,2,1,0,2016-04-03,3,2,0,43.65,31-90,0.0,Spring,6,0
City Hotel,0,11,2016,4,15,5,0,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,68.53,0,1,1,0,2016-04-05,1,2,0,34.265,8-30,0.0,Spring,1,0
City Hotel,0,5,2016,4,14,1,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,1,No Deposit,9,0,Transient,141.0,0,2,1,0,2016-04-01,5,2,0,70.5,0-7,0.0,Spring,4,0
City Hotel,0,0,2016,4,15,5,0,1,1,0,0,SC,CRI,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.0,0,0,1,0,2016-04-05,1,1,0,89.0,0-7,0.0,Spring,1,0
City Hotel,0,3,2016,4,14,2,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,112.5,1,1,1,0,2016-04-02,4,2,0,56.25,0-7,0.0,Spring,5,0
City Hotel,0,73,2016,4,14,2,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,16,0,Transient,80.75,0,0,1,0,2016-04-02,4,2,0,40.375,31-90,0.0,Spring,5,0
City Hotel,0,78,2016,3,14,31,2,4,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,82.45,0,1,1,0,2016-03-31,6,2,0,41.225,31-90,0.0,Spring,3,0
City Hotel,0,2,2016,4,15,5,0,1,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.0,0,2,1,0,2016-04-05,1,1,0,89.0,0-7,0.0,Spring,1,0
City Hotel,0,48,2016,4,14,1,2,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,63.22,0,1,1,0,2016-04-01,5,2,0,31.61,31-90,0.0,Spring,4,0
City Hotel,0,13,2016,4,15,4,1,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,86,0,Transient,76.0,0,0,1,0,2016-04-04,2,1,0,76.0,8-30,0.0,Spring,0,0
City Hotel,0,73,2016,4,15,5,0,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,87.3,0,1,1,0,2016-04-05,1,2,0,43.65,31-90,0.0,Spring,1,0
City Hotel,0,23,2016,4,14,2,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,85,0,Transient,95.0,0,2,1,0,2016-04-02,4,2,0,47.5,8-30,0.0,Spring,5,0
City Hotel,0,70,2016,4,14,2,2,3,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,61.56,0,2,1,0,2016-04-02,5,2,0,30.78,31-90,0.0,Spring,5,0
City Hotel,0,70,2016,4,14,2,2,3,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,61.56,0,2,1,0,2016-04-02,5,2,0,30.78,31-90,0.0,Spring,5,0
City Hotel,0,6,2016,4,15,3,2,2,2,0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,138,0,Transient,85.0,0,0,1,0,2016-04-03,4,2,0,42.5,0-7,0.0,Spring,6,0
City Hotel,0,71,2016,4,15,3,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,87.13,0,1,1,0,2016-04-03,4,2,0,43.565,31-90,0.0,Spring,6,0
City Hotel,0,1,2016,4,15,6,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,129.0,0,0,1,0,2016-04-06,1,2,0,64.5,0-7,0.0,Spring,2,1
City Hotel,0,68,2016,4,15,4,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,96.3,0,1,1,0,2016-04-04,3,2,0,48.15,31-90,0.0,Spring,0,0
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,2,2016,4,15,6,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,NoAgent,0,Transient,104.0,1,0,0,1,2016-04-06,1,1,0,104.0,0-7,0.0,Spring,2,1
City Hotel,0,56,2016,4,15,4,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,0,Transient,75.0,0,0,1,0,2016-04-04,3,2,0,37.5,31-90,0.0,Spring,0,0
City Hotel,0,59,2016,4,15,5,0,2,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,121.5,0,2,1,0,2016-04-05,2,3,1,40.5,31-90,0.0,Spring,1,0
City Hotel,0,88,2016,4,15,4,1,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,90.3,0,1,1,0,2016-04-04,3,2,0,45.15,31-90,0.0,Spring,0,0
City Hotel,0,19,2016,4,15,4,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,7,0,Transient,101.27,0,1,1,0,2016-04-04,3,2,0,50.635,8-30,0.0,Spring,0,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,56,0,Transient-Party,92.0,0,0,1,0,2016-04-06,1,1,0,92.0,31-90,0.0,Spring,2,1
City Hotel,0,60,2016,4,14,2,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,0,Transient,75.0,0,0,1,0,2016-04-02,5,2,0,37.5,31-90,0.0,Spring,5,0
City Hotel,0,78,2016,4,15,4,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,69.53,0,1,1,0,2016-04-04,3,2,0,34.765,31-90,0.0,Spring,0,0
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,79,2016,4,15,4,1,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,0,Transient,162.3,0,2,1,0,2016-04-04,3,4,1,40.575,31-90,0.0,Spring,0,0
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,72,2016,4,15,3,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,0,No Deposit,14,0,Transient,74.38,0,0,1,0,2016-04-03,4,2,0,37.19,31-90,0.0,Spring,6,0
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,87.0,0,0,1,0,2016-04-06,1,1,0,87.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,2,No Deposit,56,0,Transient,92.0,0,0,1,0,2016-04-06,1,1,0,92.0,31-90,0.0,Spring,2,1
City Hotel,0,68,2016,4,14,2,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.93,0,1,1,0,2016-04-02,5,2,0,44.965,31-90,0.0,Spring,5,0
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,68,2016,4,14,2,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,89.93,0,1,1,0,2016-04-02,5,2,0,44.965,31-90,0.0,Spring,5,0
City Hotel,0,55,2016,4,15,6,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,56,0,Transient-Party,87.0,0,0,1,0,2016-04-06,1,1,0,87.0,31-90,0.0,Spring,2,1
City Hotel,0,83,2016,4,15,4,1,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,0,Transient,84.9,0,1,1,0,2016-04-04,3,2,0,42.45,31-90,0.0,Spring,0,0
City Hotel,0,55,2016,4,15,6,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,2,No Deposit,56,0,Transient-Party,92.0,0,0,1,0,2016-04-06,1,1,0,92.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,79,2016,4,14,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,92.65,0,1,1,0,2016-04-02,5,2,0,46.325,31-90,0.0,Spring,5,1
City Hotel,0,1,2016,4,15,6,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,56,0,Transient-Party,92.0,0,0,1,0,2016-04-06,1,1,0,92.0,0-7,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
City Hotel,0,55,2016,4,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,56,0,Transient-Party,104.0,0,0,1,0,2016-04-06,1,2,0,52.0,31-90,0.0,Spring,2,1
