is_canceled,deposit_type,agent,lead_time,country,is_domestic,total_of_special_requests,market_segment,adr,lead_time_group,adr_per_person,required_car_parking_spaces,cancel_history_ratio,booking_changes,total_nights,customer_type,arrival_date_week_number,previous_cancellations,arrival_date_day_of_month
0,No Deposit,9,84,AUT,0,2,Online TA,114.0,31-90,57.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,2,176,RUS,0,1,Groups,113.0,91-180,56.5,0,0.0,0,4,Transient-Party,15,0,14
0,No Deposit,2,176,RUS,0,1,Groups,113.0,91-180,56.5,0,0.0,0,4,Transient-Party,15,0,14
0,No Deposit,2,225,RUS,0,1,Groups,113.0,181-365,56.5,0,0.0,0,4,Transient-Party,15,0,14
0,No Deposit,2,177,CN,0,1,Groups,105.33,91-180,52.665,0,0.0,1,3,Transient-Party,15,0,15
0,No Deposit,9,48,ISR,0,0,Online TA,135.0,31-90,67.5,0,0.0,0,2,Transient,16,0,16
0,No Deposit,2,176,RUS,0,1,Groups,113.0,91-180,56.5,0,0.0,0,4,Transient-Party,15,0,14
0,No Deposit,9,206,DEU,0,1,Online TA,99.0,181-365,49.5,0,0.0,0,2,Transient,16,0,16
0,No Deposit,2,176,CN,0,0,Groups,113.0,91-180,56.5,0,0.0,0,4,Transient-Party,15,0,14
0,No Deposit,2,177,USA,0,1,Groups,105.33,91-180,52.665,0,0.0,1,3,Transient-Party,15,0,15
0,No Deposit,2,177,CN,0,1,Groups,105.33,91-180,52.665,0,0.0,1,3,Transient-Party,15,0,15
0,No Deposit,2,177,CN,0,1,Groups,105.33,91-180,52.665,0,0.0,1,3,Transient-Party,15,0,15
0,No Deposit,9,62,ITA,0,0,Online TA,177.0,31-90,59.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,9,142,ITA,0,2,Online TA,130.5,91-180,65.25,0,0.0,0,1,Transient,16,0,17
0,No Deposit,9,142,ITA,0,0,Online TA,166.5,91-180,55.5,0,0.0,0,1,Transient,16,0,17
0,No Deposit,9,71,NLD,0,1,Online TA,177.0,31-90,59.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,9,14,RUS,0,0,Online TA,132.5,8-30,66.25,0,0.0,0,4,Transient,15,0,14
0,No Deposit,9,50,BEL,0,1,Online TA,114.0,31-90,57.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,9,141,BEL,0,1,Online TA,135.9,91-180,67.95,0,0.0,0,5,Transient,15,0,13
0,No Deposit,9,37,NLD,0,2,Online TA,120.0,31-90,60.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,9,13,ISR,0,1,Online TA,225.0,8-30,56.25,0,0.0,0,2,Transient,16,0,16
0,No Deposit,NoAgent,75,FRA,0,3,Direct,180.0,31-90,60.0,1,0.0,0,3,Transient-Party,15,0,15
0,No Deposit,NoAgent,75,FRA,0,3,Direct,171.0,31-90,57.0,0,0.0,0,3,Transient-Party,15,0,15
0,No Deposit,9,42,DEU,0,0,Online TA,196.67,31-90,65.5567,0,0.0,2,3,Transient,15,0,15
0,No Deposit,9,41,LBN,0,0,Online TA,187.0,31-90,62.3333,0,0.0,0,6,Transient,15,0,12
0,No Deposit,9,51,GBR,0,1,Online TA,114.0,31-90,57.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,138,172,ESP,0,1,Offline TA/TO,112.1,91-180,56.05,0,0.0,0,4,Transient,15,0,14
0,No Deposit,7,28,FIN,0,2,Online TA,206.52,8-30,68.84,0,0.0,0,5,Transient,15,0,13
0,No Deposit,9,82,DEU,0,0,Online TA,171.0,31-90,57.0,0,0.0,0,2,Transient,16,0,16
0,No Deposit,9,63,BEL,0,1,Online TA,137.33,31-90,68.665,0,0.0,2,3,Transient,15,0,15
0,No Deposit,9,49,NLD,0,0,Online TA,108.0,31-90,54.0,0,0.0,0,2,Transient,16,0,16
0,No Deposit,9,49,NLD,0,0,Online TA,108.0,31-90,54.0,0,0.0,0,2,Transient,16,0,16
0,No Deposit,9,49,PRY,0,0,Online TA,108.0,31-90,54.0,0,0.0,0,2,Transient,16,0,16
0,No Deposit,9,258,CHE,0,1,Online TA,104.4,181-365,104.4,0,0.0,0,5,Transient,15,0,13
0,No Deposit,9,258,CHE,0,1,Online TA,104.4,181-365,104.4,0,0.0,0,5,Transient,15,0,13
0,No Deposit,9,258,ESP,0,1,Online TA,104.4,181-365,104.4,0,0.0,0,5,Transient,15,0,13
0,No Deposit,9,51,GBR,0,1,Online TA,114.0,31-90,57.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,14,71,CHE,0,0,Direct,255.0,31-90,63.75,0,0.0,0,1,Transient,16,0,17
0,No Deposit,9,38,GBR,0,3,Online TA,126.67,31-90,63.335,0,0.0,0,3,Transient,15,0,15
0,No Deposit,9,36,FRA,0,2,Online TA,120.0,31-90,60.0,0,0.0,0,3,Transient,15,0,15
0,No Deposit,14,34,FRA,0,0,Direct,255.0,31-90,63.75,0,0.0,0,4,Transient,15,0,14
0,No Deposit,7,161,BRA,0,1,Online TA,119.39,91-180,59.695,0,0.0,0,7,Transient,15,0,11
0,No Deposit,9,53,FRA,0,0,Online TA,228.3,31-90,76.1,0,0.0,0,3,Transient,15,0,15
0,No Deposit,9,258,CHE,0,1,Online TA,109.8,181-365,54.9,0,0.0,0,5,Transient,15,0,13
0,No Deposit,9,67,IRL,0,2,Online TA,166.5,31-90,83.25,0,0.0,0,4,Transient,15,0,14
0,No Deposit,138,146,MEX,0,0,Offline TA/TO,99.0,91-180,49.5,0,0.0,1,3,Transient,16,0,16
0,No Deposit,9,69,FRA,0,0,Online TA,130.5,31-90,65.25,0,0.0,0,4,Transient,15,0,15
0,No Deposit,9,309,DEU,0,2,Online TA,112.8,181-365,56.4,0,0.0,0,6,Transient,15,0,13
0,No Deposit,9,65,ITA,0,0,Online TA,130.5,31-90,65.25,0,0.0,0,4,Transient,15,0,15
0,No Deposit,9,35,CHN,0,0,Online TA,129.0,31-90,43.0,0,0.0,1,2,Transient,16,0,17
0,No Deposit,9,17,NLD,0,1,Online TA,129.0,8-30,64.5,0,0.0,0,5,Transient,15,0,14
0,No Deposit,103,5,PRT,1,0,Offline TA/TO,95.0,0-7,95.0,0,0.0,0,2,Transient-Party,16,0,17
0,No Deposit,9,177,RUS,0,1,Online TA,99.0,91-180,49.5,0,0.0,0,2,Transient,16,0,17
0,No Deposit,9,84,NLD,0,0,Online TA,117.0,31-90,117.0,0,0.0,0,1,Transient,16,0,18
0,No Deposit,9,84,NLD,0,0,Online TA,117.0,31-90,117.0,0,0.0,0,1,Transient,16,0,18
0,No Deposit,9,30,NZL,0,0,Online TA,224.0,8-30,56.0,0,0.0,0,2,Transient,16,0,17
0,No Deposit,9,14,GBR,0,1,Online TA,115.0,8-30,115.0,0,0.0,1,1,Transient,16,0,18
0,No Deposit,9,94,AUT,0,0,Online TA,126.0,91-180,63.0,0,0.0,0,2,Transient,16,0,17
0,No Deposit,9,67,FRA,0,1,Online TA,180.0,31-90,60.0,1,0.0,0,2,Transient,16,0,17
0,No Deposit,9,20,DEU,0,0,Online TA,135.0,8-30,67.5,0,0.0,0,1,Transient,16,0,18
0,No Deposit,9,140,FRA,0,2,Online TA,171.0,91-180,57.0,0,0.0,2,3,Transient,16,0,16
0,No Deposit,9,48,FRA,0,0,Online TA,126.0,31-90,63.0,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,62,GBR,0,0,Online TA,108.0,31-90,54.0,0,0.0,0,2,Transient,16,0,17
0,No Deposit,9,66,NLD,0,2,Online TA,126.0,31-90,63.0,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,83,USA,0,1,Online TA,108.0,31-90,54.0,0,0.0,2,1,Transient,16,0,18
0,No Deposit,9,124,CN,0,1,Online TA,102.6,91-180,51.3,0,0.0,0,5,Transient,15,0,14
0,No Deposit,NoAgent,0,PRT,1,0,Complementary,9.0,0-7,4.5,0,0.0,0,2,Transient,16,0,17
0,No Deposit,9,11,ITA,0,2,Online TA,129.0,8-30,64.5,0,0.0,0,5,Transient,15,0,14
0,No Deposit,9,68,ESP,0,2,Online TA,112.5,31-90,56.25,0,0.0,0,4,Transient,15,0,15
0,No Deposit,9,253,ITA,0,1,Online TA,109.8,181-365,54.9,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,10,FRA,0,1,Online TA,150.0,8-30,150.0,0,0.0,2,1,Transient,16,0,18
0,No Deposit,9,10,FRA,0,2,Online TA,150.0,8-30,150.0,0,0.0,2,1,Transient,16,0,18
0,No Deposit,9,125,ITA,0,3,Online TA,175.5,91-180,58.5,1,0.0,0,3,Transient,16,0,16
0,No Deposit,9,74,ITA,0,0,Online TA,171.0,31-90,85.5,0,0.0,0,1,Transient-Party,16,0,18
0,No Deposit,9,74,ITA,0,0,Online TA,126.0,31-90,42.0,0,0.0,0,1,Transient-Party,16,0,18
0,No Deposit,9,44,DEU,0,1,Online TA,140.0,31-90,70.0,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,44,DEU,0,1,Online TA,130.67,31-90,65.335,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,55,CHE,0,0,Online TA,175.5,31-90,58.5,0,0.0,0,4,Transient,15,0,15
0,No Deposit,9,104,DEU,0,1,Online TA,143.1,91-180,71.55,0,0.0,0,5,Transient,15,0,14
0,No Deposit,9,104,DEU,0,1,Online TA,143.1,91-180,71.55,0,0.0,0,5,Transient,15,0,14
0,No Deposit,14,14,GBR,0,0,Direct,115.0,8-30,57.5,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,0,DEU,0,1,Online TA,140.0,0-7,70.0,0,0.0,0,1,Transient,16,0,18
0,No Deposit,9,129,DEU,0,3,Online TA,170.36,91-180,56.7867,0,0.0,0,7,Transient-Party,15,0,12
0,No Deposit,9,129,DEU,0,0,Online TA,134.36,91-180,67.18,0,0.0,0,7,Transient-Party,15,0,12
0,No Deposit,9,41,GBR,0,1,Online TA,230.0,31-90,57.5,0,0.0,1,3,Transient,16,0,16
0,No Deposit,9,41,GBR,0,1,Online TA,120.0,31-90,60.0,0,0.0,1,3,Transient,16,0,16
0,No Deposit,9,96,FRA,0,2,Online TA,187.0,91-180,62.3333,0,0.0,0,8,Transient,15,0,11
0,No Deposit,9,54,ESP,0,0,Online TA,184.5,31-90,61.5,1,0.0,0,4,Transient,15,0,15
0,No Deposit,9,55,NOR,0,1,Online TA,108.0,31-90,54.0,0,0.0,0,2,Transient,16,0,17
0,No Deposit,9,6,GBR,0,2,Online TA,150.0,0-7,150.0,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,6,GBR,0,2,Online TA,150.0,0-7,75.0,0,0.0,0,3,Transient,16,0,16
0,No Deposit,9,1,USA,0,1,Online TA,160.0,0-7,53.3333,0,0.0,0,1,Transient,16,0,18
0,No Deposit,9,11,BRA,0,2,Online TA,129.0,8-30,64.5,0,0.0,0,5,Transient,15,0,14
0,No Deposit,9,68,ESP,0,2,Online TA,112.5,31-90,56.25,0,0.0,0,4,Transient,15,0,15
0,No Deposit,9,143,DEU,0,2,Online TA,170.36,91-180,85.18,0,0.0,1,7,Transient,15,0,12
0,No Deposit,9,45,LUX,0,0,Online TA,126.0,31-90,63.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,10,7,DEU,0,0,Online TA,135.0,0-7,135.0,0,0.0,0,2,Transient,16,0,18
0,No Deposit,NoAgent,92,ITA,0,1,Direct,137.0,91-180,45.6667,1,0.0,0,1,Transient,16,0,19
0,No Deposit,7,34,DEU,0,0,Online TA,115.2,31-90,57.6,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,64,USA,0,3,Online TA,108.0,31-90,54.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,85,88,GBR,0,1,Offline TA/TO,89.1,31-90,44.55,0,0.0,0,4,Transient,16,0,16
0,No Deposit,7,34,DEU,0,0,Online TA,115.2,31-90,57.6,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,70,GBR,0,1,Online TA,129.6,31-90,64.8,0,0.0,0,5,Transient,15,0,15
0,No Deposit,9,157,ISR,0,1,Online TA,99.0,91-180,49.5,0,0.0,1,1,Transient,16,0,19
0,No Deposit,14,47,BEL,0,0,Direct,108.0,31-90,108.0,0,0.0,0,1,Transient,16,0,19
0,No Deposit,NoAgent,8,PRT,1,0,Direct,135.0,8-30,135.0,0,0.0,0,1,Transient,16,0,19
0,No Deposit,NoAgent,9,ESP,0,1,Corporate,110.0,8-30,110.0,0,0.0,1,1,Transient,16,0,19
0,No Deposit,152,2,PRT,1,0,Online TA,79.7,0-7,39.85,0,0.0,0,3,Transient,16,0,17
0,No Deposit,7,83,USA,0,0,Online TA,72.42,31-90,72.42,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,105,GBR,0,0,Online TA,139.5,91-180,69.75,0,0.0,0,4,Transient,16,0,16
0,No Deposit,83,120,DEU,0,0,Online TA,91.31,91-180,45.655,0,0.0,0,7,Transient,15,0,13
0,No Deposit,27,116,PRT,1,1,Offline TA/TO,89.1,91-180,44.55,0,0.0,0,3,Transient,16,0,17
0,No Deposit,7,7,DEU,0,1,Online TA,120.0,0-7,60.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,11,LVA,0,0,Online TA,100.0,8-30,50.0,0,0.0,2,3,Transient,16,0,17
0,No Deposit,9,71,USA,0,2,Online TA,171.0,31-90,57.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,14,4,DEU,0,1,Direct,170.0,0-7,85.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,138,85,FRA,0,1,Offline TA/TO,99.0,31-90,49.5,0,0.0,0,3,Transient,16,0,17
0,No Deposit,7,54,FRA,0,0,Online TA,95.76,31-90,47.88,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,83,FRA,0,1,Online TA,171.0,31-90,57.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,10,DEU,0,2,Online TA,250.0,8-30,83.3333,0,0.0,0,4,Transient,16,0,16
0,No Deposit,85,41,DEU,0,0,Online TA,112.0,31-90,56.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,35,GBR,0,1,Online TA,224.0,31-90,56.0,0,0.0,0,2,Transient,16,0,18
0,No Deposit,83,120,DEU,0,0,Online TA,91.31,91-180,45.655,0,0.0,0,7,Transient,15,0,13
0,No Deposit,83,120,DEU,0,0,Online TA,91.31,91-180,45.655,0,0.0,0,7,Transient,15,0,13
0,No Deposit,9,46,FRA,0,1,Online TA,126.0,31-90,63.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,14,4,ESP,0,1,Direct,164.0,0-7,54.6667,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,58,FRA,0,0,Online TA,174.6,31-90,58.2,0,0.0,0,5,Transient,15,0,15
0,No Deposit,7,92,ITA,0,1,Online TA,97.02,91-180,48.51,0,0.0,0,3,Transient,16,0,17
0,No Deposit,7,92,ITA,0,1,Online TA,110.5,91-180,36.8333,0,0.0,0,3,Transient,16,0,17
0,No Deposit,7,148,MRT,0,1,Online TA,97.65,91-180,48.825,0,0.0,0,6,Transient,15,0,14
0,No Deposit,7,13,ESP,0,1,Online TA,92.0,8-30,46.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,174,CHE,0,0,Online TA,117.0,91-180,58.5,0,0.0,0,3,Transient,16,0,17
0,No Deposit,86,123,ROU,0,0,Online TA,120.24,91-180,40.08,0,0.0,0,5,Transient,15,0,15
0,No Deposit,195,21,GBR,0,0,Online TA,175.0,8-30,175.0,0,0.0,0,2,Transient,16,0,18
0,No Deposit,9,57,CHE,0,2,Online TA,108.0,31-90,36.0,0,0.0,1,4,Transient,16,0,16
0,No Deposit,9,181,FRA,0,3,Online TA,130.5,181-365,65.25,0,0.0,6,3,Transient,16,0,17
0,No Deposit,9,181,FRA,0,3,Online TA,130.5,181-365,130.5,0,0.0,6,3,Transient,16,0,17
0,No Deposit,9,181,FRA,0,3,Online TA,130.5,181-365,130.5,0,0.0,6,3,Transient,16,0,17
0,No Deposit,9,14,ESP,0,2,Online TA,115.0,8-30,57.5,0,0.0,0,1,Transient,16,0,19
0,No Deposit,28,90,FRA,0,0,Offline TA/TO,85.0,31-90,42.5,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,70,GBR,0,0,Online TA,108.0,31-90,54.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,7,13,GBR,0,1,Online TA,92.0,8-30,46.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,70,GBR,0,0,Online TA,108.0,31-90,54.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,14,BEL,0,1,Online TA,115.0,8-30,115.0,0,0.0,1,1,Transient,16,0,19
0,No Deposit,7,32,PRT,1,1,Online TA,228.76,31-90,57.19,0,0.0,0,3,Transient,16,0,17
0,No Deposit,7,83,GBR,0,0,Online TA,72.42,31-90,72.42,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,84,FRA,0,1,Online TA,171.0,31-90,57.0,0,0.0,0,4,Transient,16,0,16
0,No Deposit,9,24,NLD,0,1,Online TA,114.0,8-30,57.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,14,90,GBR,0,1,Direct,108.0,31-90,54.0,0,0.0,0,3,Transient,16,0,17
0,No Deposit,9,26,BRA,0,2,Online TA,114.0,8-30,57.0,0,0.0,0,1,Transient,16,0,19
0,No Deposit,9,151,DEU,0,1,Online TA,117.0,91-180,58.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,78,FRA,0,1,Online TA,198.0,31-90,66.0,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,8,BRA,0,0,Online TA,135.0,8-30,45.0,0,0.0,0,5,Transient,16,0,16
0,No Deposit,9,16,FRA,0,2,Online TA,115.0,8-30,57.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,205,99,DEU,0,0,Groups,141.0,91-180,70.5,0,0.0,1,6,Transient-Party,15,0,15
0,No Deposit,205,99,DEU,0,0,Groups,141.0,91-180,70.5,0,0.0,2,6,Transient-Party,15,0,15
0,No Deposit,205,99,DEU,0,0,Groups,113.0,91-180,113.0,0,0.0,2,6,Transient-Party,15,0,15
0,No Deposit,28,87,FRA,0,0,Offline TA/TO,115.0,31-90,38.3333,0,0.0,0,4,Transient,16,0,17
0,No Deposit,14,169,DEU,0,0,Direct,151.5,91-180,50.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,28,91,FRA,0,0,Offline TA/TO,85.0,91-180,42.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,181,DEU,0,1,Online TA,117.0,181-365,58.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,66,DEU,0,1,Online TA,171.0,31-90,57.0,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,8,FRA,0,0,Online TA,144.0,8-30,72.0,0,0.0,0,2,Transient,16,0,19
0,No Deposit,NoAgent,19,PRT,1,2,Direct,95.0,8-30,47.5,0,0.0,0,2,Transient,16,0,19
0,No Deposit,7,19,NLD,0,1,Online TA,79.8,8-30,79.8,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,257,USA,0,1,Online TA,201.66,181-365,50.415,0,0.0,3,8,Transient,15,0,13
0,No Deposit,NoAgent,3,PRT,1,0,Aviation,110.0,0-7,110.0,0,0.0,1,5,Transient,16,0,16
0,No Deposit,9,16,FRA,0,1,Online TA,115.0,8-30,57.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,14,GBR,0,1,Online TA,115.0,8-30,57.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,205,99,DEU,0,0,Groups,105.0,91-180,52.5,0,0.0,0,6,Transient-Party,15,0,15
0,No Deposit,42,75,DEU,0,1,Offline TA/TO,89.1,31-90,44.55,0,0.0,0,3,Transient,16,0,18
0,No Deposit,205,99,DEU,0,0,Groups,105.0,91-180,52.5,0,0.0,0,6,Transient-Party,15,0,15
0,No Deposit,9,102,GBR,0,1,Online TA,165.75,91-180,55.25,0,0.0,0,4,Transient,16,0,17
0,No Deposit,NoAgent,0,ESP,0,2,Online TA,117.0,0-7,58.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,0,ESP,0,2,Online TA,117.0,0-7,58.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,78,ITA,0,2,Online TA,198.0,31-90,66.0,0,0.0,1,4,Transient,16,0,17
0,No Deposit,16,95,DEU,0,0,Offline TA/TO,164.1,91-180,54.7,0,0.0,1,3,Transient,16,0,18
0,No Deposit,9,122,DEU,0,2,Online TA,119.57,91-180,59.785,0,0.0,0,7,Transient,15,0,14
0,No Deposit,7,154,CHE,0,2,Online TA,99.07,91-180,33.0233,0,0.0,0,4,Transient,16,0,17
0,No Deposit,14,92,DEU,0,0,Direct,128.63,91-180,64.315,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,62,ARG,0,2,Online TA,135.0,31-90,67.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,63,FRA,0,0,Online TA,135.0,31-90,67.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,61,DEU,0,0,Online TA,230.0,31-90,57.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,28,92,FRA,0,0,Offline TA/TO,85.0,91-180,42.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,215,DEU,0,2,Online TA,117.0,181-365,58.5,0,0.0,0,2,Transient-Party,16,0,19
0,No Deposit,9,134,DEU,0,1,Online TA,117.0,91-180,58.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,14,244,FRA,0,0,Direct,97.65,181-365,48.825,0,0.0,1,5,Transient-Party,16,0,16
0,No Deposit,14,243,FRA,0,1,Direct,97.65,181-365,32.55,0,0.0,0,5,Transient-Party,16,0,16
0,No Deposit,NoAgent,9,GBR,0,0,Aviation,95.0,8-30,95.0,0,0.0,0,5,Transient,16,0,16
0,No Deposit,28,83,FRA,0,0,Offline TA/TO,115.0,31-90,57.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,65,NZL,0,0,Online TA,135.0,31-90,67.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,15,147,DEU,0,0,Offline TA/TO,79.2,91-180,39.6,0,0.0,0,3,Transient,16,0,18
0,No Deposit,15,147,DEU,0,0,Offline TA/TO,72.0,91-180,72.0,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,173,PRT,1,1,Online TA,99.0,91-180,49.5,0,0.0,1,1,Transient,16,0,20
0,No Deposit,9,17,FRA,0,1,Online TA,115.0,8-30,57.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,130,LUX,0,2,Online TA,117.0,91-180,58.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,150,ISR,0,2,Online TA,117.0,91-180,58.5,0,0.0,0,2,Transient,16,0,19
0,No Deposit,14,54,IRL,0,0,Direct,111.0,31-90,55.5,0,0.0,0,6,Transient,15,0,15
0,No Deposit,205,99,DEU,0,0,Groups,113.0,91-180,113.0,0,0.0,2,6,Transient-Party,15,0,15
0,No Deposit,205,99,DEU,0,0,Groups,113.0,91-180,113.0,0,0.0,2,6,Transient-Party,15,0,15
0,No Deposit,9,87,BEL,0,0,Online TA,171.0,31-90,57.0,0,0.0,0,5,Transient,16,0,16
0,No Deposit,16,167,CHE,0,0,Offline TA/TO,89.1,91-180,44.55,0,0.0,1,4,Transient-Party,16,0,17
0,No Deposit,14,12,ESP,0,1,Direct,120.0,8-30,120.0,0,0.0,1,4,Transient,16,0,17
0,No Deposit,9,124,FRA,0,1,Online TA,126.0,91-180,63.0,0,0.0,2,3,Transient,16,0,18
0,No Deposit,9,124,FRA,0,1,Online TA,175.5,91-180,58.5,0,0.0,2,3,Transient,16,0,18
0,No Deposit,9,222,DEU,0,0,Online TA,166.0,181-365,55.3333,0,0.0,1,4,Transient,16,0,17
0,No Deposit,9,57,DEU,0,1,Online TA,108.0,31-90,54.0,0,0.0,0,3,Transient,16,0,18
0,No Deposit,16,167,CHE,0,0,Offline TA/TO,116.1,91-180,38.7,0,0.0,1,4,Transient-Party,16,0,17
0,No Deposit,16,167,CHE,0,0,Offline TA/TO,89.1,91-180,44.55,0,0.0,1,4,Transient-Party,16,0,17
0,No Deposit,9,213,FRA,0,2,Online TA,99.0,181-365,49.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,9,79,GBR,0,1,Online TA,171.0,31-90,85.5,0,0.0,1,3,Transient,16,0,18
0,No Deposit,9,215,DEU,0,2,Online TA,117.0,181-365,58.5,0,0.0,0,2,Transient-Party,16,0,19
0,No Deposit,8,114,FRA,0,2,Online TA,126.0,91-180,63.0,0,0.0,0,4,Transient-Party,16,0,17
0,No Deposit,7,169,BRA,0,1,Online TA,90.09,91-180,45.045,0,0.0,0,1,Transient,16,0,20
0,No Deposit,9,255,USA,0,1,Online TA,101.7,181-365,50.85,0,0.0,1,8,Transient,15,0,13
0,No Deposit,NoAgent,145,ESP,0,0,Direct,99.0,91-180,49.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,20,KOR,0,2,Online TA,115.0,8-30,57.5,0,0.0,0,2,Transient,16,0,19
0,No Deposit,14,106,DEU,0,2,Direct,126.88,91-180,126.88,0,0.0,2,5,Transient,16,0,16
0,No Deposit,8,20,BRA,0,0,Online TA,115.0,8-30,57.5,0,0.0,0,1,Transient,16,0,20
0,No Deposit,9,95,FRA,0,1,Online TA,201.0,91-180,50.25,0,0.0,0,6,Transient,15,0,15
0,No Deposit,7,169,BRA,0,1,Online TA,76.24,91-180,25.4133,0,0.0,0,1,Transient,16,0,20
0,No Deposit,9,14,ARG,0,2,Online TA,115.0,8-30,57.5,0,0.0,0,4,Transient,16,0,17
0,No Deposit,9,39,NLD,0,1,Online TA,120.0,31-90,60.0,0,0.0,0,2,Transient,16,0,19
0,No Deposit,9,62,ITA,0,2,Online TA,135.0,31-90,67.5,0,0.0,0,3,Transient,16,0,18
0,No Deposit,8,114,FRA,0,2,Online TA,126.0,91-180,63.0,0,0.0,0,4,Transient-Party,16,0,17
0,No Deposit,NoAgent,4,DEU,0,0,Aviation,120.0,0-7,60.0,0,0.0,3,4,Transient,16,0,17
0,No Deposit,NoAgent,4,DEU,0,0,Aviation,150.0,0-7,150.0,0,0.0,0,2,Transient,21,0,21
0,No Deposit,NoAgent,0,DEU,0,0,Aviation,95.0,0-7,95.0,0,0.0,0,1,Transient,25,0,23
0,No Deposit,42,75,DEU,0,1,Offline TA/TO,89.1,31-90,44.55,0,0.0,0,3,Transient,16,0,18
0,No Deposit,16,145,DEU,0,0,Offline TA/TO,89.1,91-180,44.55,0,0.0,0,7,Transient,15,0,15
0,No Deposit,9,143,DEU,0,0,Online TA,189.0,91-180,47.25,0,0.0,0,3,Transient,16,0,19
0,No Deposit,9,120,DEU,0,5,Online TA,108.0,91-180,54.0,0,0.0,0,5,Transient-Party,16,0,17
0,No Deposit,9,120,DEU,0,5,Online TA,108.0,91-180,108.0,0,0.0,1,5,Transient-Party,16,0,17
0,No Deposit,28,91,FRA,0,0,Offline TA/TO,137.5,91-180,45.8333,0,0.0,0,5,Transient,16,0,17
0,No Deposit,14,8,FRA,0,0,Direct,135.0,8-30,67.5,0,0.0,0,5,Transient,16,0,17
0,No Deposit,14,172,IRL,0,1,Direct,216.0,91-180,54.0,0,0.0,0,4,Transient,16,0,18
0,No Deposit,14,28,USA,0,0,Direct,93.5,8-30,93.5,0,0.0,1,1,Transient,16,0,21
0,No Deposit,14,18,GBR,0,0,Direct,126.0,8-30,63.0,0,0.0,0,4,Transient,16,0,18
0,No Deposit,14,18,GBR,0,0,Direct,126.0,8-30,63.0,0,0.0,0,4,Transient,16,0,18
